#EXPORTTYPE:                 	DATA ALL                                                                                                                             
#FILE:                       	20260224_Mg_SiO2_stoich_loose_Ar_5Kmin.ngb-ss5                                                                                       
#FORMAT:                     	NETZSCH5                                                                                                                             
#FTYPE:                      	ASCII                                                                                                                                
#IDENTITY:                   	LOOSE_MgSiO2                                                                                                                         
#DECIMAL:                    	COMMA                                                                                                                                
#SEPARATOR:                  	TAB                                                                                                                                  
#MTYPE:                      	DTA                                                                                                                                  
#INSTRUMENT:                 	NETZSCH STA 449F5                                                                                                                    
#PROJECT:                    	THREAD                                                                                                                               
#DATE/TIME:                  	24/02/2026 18:39:34 (UTC+1)                                                                                                          
#CORR. FILE:                 	                                                                                                                                     
#TEMPCAL:                    	20260212_DTATG_CAL_AR_5KMIN_quadratic_T.ngb-ts5                                                                                      
#SENSITIVITY:                	20260212_5Kmin_DTATG_Ar_sens.ngb-es5                                                                                                 
#LABORATORY:                 	Politecnico Milano                                                                                                                   
#OPERATOR:                   	PARAVAN                                                                                                                              
#REMARK:                     	Mg + SiO2 stoichiometric. loose powder  heating program: 20 K/min Ar 0 50 20  T_start=25  C T_end = 850 C  m_sample_mettler = 0.01566
#SAMPLE:                     	LOOSE_MgSiO2                                                                                                                         
#SAMPLE MASS /mg:            	15.6245                                                                                                                              
#MATERIAL:                   	Mg_Sio2_thermite                                                                                                                     
#REFERENCE:                  	-                                                                                                                                    
#REFERENCE MASS /mg:         	0                                                                                                                                    
#TYPE OF CRUCIBLE:           	DTA/TG crucible Al2O3                                                                                                                
#SAMPLE CRUCIBLE MASS /mg:   	0                                                                                                                                    
#REFERENCE CRUCIBLE MASS /mg:	0                                                                                                                                    
#TG RANGE /mg:               	35000                                                                                                                                
#TAU-R:                      	---                                                                                                                                  
#CORR. CODE:                 	000                                                                                                                                  
#EXO:                        	+1                                                                                                                                   
#RANGE:                      	25 C/20.0(K/min)/850 C                                                                                                               
#SEGMENT:                    	S1/3                                                                                                                                 
#SEG. 1:                     	25 C/20.0(K/min)/850 C                                                                                                               

##Temp./ C	Time/min	DTA/(mW/mg)	Mass/%	Gas Flow(purge1)/(ml/min)	Gas Flow(purge2)/(ml/min)	Gas Flow(protective)/(ml/min)	Sensit./(uV/mW)
159.80200	 8.51000	 5.33065	107.65721	0.000000e+000	50.00000	20.00000	0.30254
160.09200	 8.52000	 5.33288	107.65785	0.000000e+000	50.00000	20.00000	0.30253
160.38200	 8.53000	 5.34624	107.65913	0.000000e+000	50.00000	20.00000	0.30251
160.67101	 8.54000	 5.34960	107.65977	0.000000e+000	50.00000	20.00000	0.30249
160.96100	 8.55000	 5.36136	107.66041	0.000000e+000	50.00000	20.00000	0.30248
161.25000	 8.56000	 5.36617	107.66169	0.000000e+000	50.00000	20.00000	0.30246
161.53900	 8.57000	 5.38051	107.66361	0.000000e+000	50.00000	20.00000	0.30244
161.82800	 8.58000	 5.38306	107.66489	0.000000e+000	50.00000	20.00000	0.30243
162.11700	 8.59000	 5.39515	107.66681	0.000000e+000	50.00000	20.00000	0.30241
162.40601	 8.60000	 5.39964	107.66873	0.000000e+000	50.00000	20.00000	0.30239
162.69400	 8.61000	 5.41496	107.67001	0.000000e+000	50.00000	20.00000	0.30238
162.98199	 8.62000	 5.41671	107.67065	0.000000e+000	50.00000	20.00000	0.30236
163.27100	 8.63000	 5.42766	107.67193	0.000000e+000	50.00000	20.00000	0.30234
163.55901	 8.64000	 5.43297	107.67193	0.000000e+000	50.00000	20.00000	0.30233
164.13499	 8.65000	 5.43405	107.67257	0.000000e+000	50.00000	20.00000	0.30229
164.42300	 8.66000	 5.44921	107.67257	0.000000e+000	50.00000	20.00000	0.30228
164.71100	 8.67000	 5.45080	107.67321	0.000000e+000	50.00000	20.00000	0.30226
164.99800	 8.68000	 5.46403	107.67321	0.000000e+000	50.00000	20.00000	0.30224
165.28600	 8.69000	 5.46740	107.67321	0.000000e+000	50.00000	20.00000	0.30223
165.57300	 8.70000	 5.48160	107.67321	0.000000e+000	50.00000	20.00000	0.30221
165.86000	 8.71000	 5.48416	107.67385	0.000000e+000	50.00000	20.00000	0.30219
166.14700	 8.72000	 5.49367	107.67385	0.000000e+000	50.00000	20.00000	0.30218
166.43401	 8.73000	 5.50044	107.67641	0.000000e+000	50.00000	20.00000	0.30216
166.72099	 8.74000	 5.51271	107.67897	0.000000e+000	50.00000	20.00000	0.30214
167.00700	 8.75000	 5.51673	107.68153	0.000000e+000	50.00000	20.00000	0.30213
167.29401	 8.76000	 5.51816	107.68473	0.000000e+000	50.00000	20.00000	0.30211
167.58000	 8.77000	 5.53253	107.68793	0.000000e+000	50.00000	20.00000	0.30209
168.15300	 8.78000	 5.53751	107.68985	0.000000e+000	50.00000	20.00000	0.30206
168.43900	 8.79000	 5.54881	107.69177	0.000000e+000	50.00000	20.00000	0.30204
168.72501	 8.80000	 5.55187	107.69305	0.000000e+000	50.00000	20.00000	0.30203
169.01100	 8.81000	 5.56139	107.69433	0.000000e+000	50.00000	20.00000	0.30201
169.29601	 8.82000	 5.56817	107.69433	0.000000e+000	50.00000	20.00000	0.30199
169.58200	 8.83000	 5.57430	107.69497	0.000000e+000	50.00000	20.00000	0.30198
169.86700	 8.84000	 5.58463	107.69497	0.000000e+000	50.00000	20.00000	0.30196
170.15300	 8.85000	 5.59481	107.69561	0.000000e+000	50.00000	20.00000	0.30194
170.43800	 8.86000	 5.60175	107.69625	0.000000e+000	50.00000	20.00000	0.30193
170.72301	 8.87000	 5.60271	107.69689	0.000000e+000	50.00000	20.00000	0.30191
171.00800	 8.88000	 5.61677	107.69753	0.000000e+000	50.00000	20.00000	0.30189
171.29300	 8.89000	 5.61935	107.69817	0.000000e+000	50.00000	20.00000	0.30188
171.86200	 8.90000	 5.63162	107.69945	0.000000e+000	50.00000	20.00000	0.30184
172.14700	 8.91000	 5.63631	107.70009	0.000000e+000	50.00000	20.00000	0.30182
172.43100	 8.92000	 5.64698	107.70137	0.000000e+000	50.00000	20.00000	0.30181
172.71600	 8.93000	 5.65231	107.70329	0.000000e+000	50.00000	20.00000	0.30179
173.00000	 8.94000	 5.65538	107.70521	0.000000e+000	50.00000	20.00000	0.30177
173.28400	 8.95000	 5.66896	107.70713	0.000000e+000	50.00000	20.00000	0.30176
173.56799	 8.96000	 5.67057	107.70905	0.000000e+000	50.00000	20.00000	0.30174
173.85201	 8.97000	 5.68141	107.71097	0.000000e+000	50.00000	20.00000	0.30172
174.13600	 8.98000	 5.68691	107.71225	0.000000e+000	50.00000	20.00000	0.30171
174.42000	 8.99000	 5.69775	107.71417	0.000000e+000	50.00000	20.00000	0.30169
174.70300	 9.00000	 5.70373	107.71609	0.000000e+000	50.00000	20.00000	0.30167
174.98700	 9.01000	 5.70988	107.71737	0.000000e+000	50.00000	20.00000	0.30166
175.55400	 9.02000	 5.72040	107.71865	0.000000e+000	50.00000	20.00000	0.30162
175.83701	 9.03000	 5.72169	107.71929	0.000000e+000	50.00000	20.00000	0.30160
176.12000	 9.04000	 5.73108	107.71993	0.000000e+000	50.00000	20.00000	0.30159
176.40300	 9.05000	 5.73788	107.72057	0.000000e+000	50.00000	20.00000	0.30157
176.68600	 9.06000	 5.74776	107.72057	0.000000e+000	50.00000	20.00000	0.30155
176.96899	 9.07000	 5.75472	107.72121	0.000000e+000	50.00000	20.00000	0.30154
177.25200	 9.08000	 5.75569	107.72121	0.000000e+000	50.00000	20.00000	0.30152
177.53500	 9.09000	 5.77011	107.72121	0.000000e+000	50.00000	20.00000	0.30150
177.81799	 9.10000	 5.77238	107.72121	0.000000e+000	50.00000	20.00000	0.30149
178.10001	 9.11000	 5.78437	107.72121	0.000000e+000	50.00000	20.00000	0.30147
178.38200	 9.12000	 5.78907	107.72185	0.000000e+000	50.00000	20.00000	0.30145
178.94701	 9.13000	 5.80512	107.72249	0.000000e+000	50.00000	20.00000	0.30142
178.94701	 9.14000	 5.80512	107.72249	0.000000e+000	50.00000	20.00000	0.30142
179.51199	 9.15000	 5.81226	107.72313	0.000000e+000	50.00000	20.00000	0.30138
179.79401	 9.16000	 5.82150	107.72377	0.000000e+000	50.00000	20.00000	0.30137
180.07600	 9.17000	 5.82361	107.72441	0.000000e+000	50.00000	20.00000	0.30135
180.35800	 9.18000	 5.83269	107.72505	0.000000e+000	50.00000	20.00000	0.30133
180.64000	 9.19000	 5.83999	107.72569	0.000000e+000	50.00000	20.00000	0.30131
180.92200	 9.20000	 5.84097	107.72633	0.000000e+000	50.00000	20.00000	0.30130
181.20300	 9.21000	 5.85541	107.72697	0.000000e+000	50.00000	20.00000	0.30128
181.48500	 9.22000	 5.85768	107.72761	0.000000e+000	50.00000	20.00000	0.30126
181.76700	 9.23000	 5.86175	107.72889	0.000000e+000	50.00000	20.00000	0.30125
182.04800	 9.24000	 5.87359	107.72953	0.000000e+000	50.00000	20.00000	0.30123
182.33000	 9.25000	 5.87506	107.73017	0.000000e+000	50.00000	20.00000	0.30121
182.89301	 9.26000	 5.88822	107.73081	0.000000e+000	50.00000	20.00000	0.30118
183.17400	 9.27000	 5.89196	107.73145	0.000000e+000	50.00000	20.00000	0.30116
183.45500	 9.28000	 5.89619	107.73209	0.000000e+000	50.00000	20.00000	0.30114
183.73700	 9.29000	 5.90804	107.73273	0.000000e+000	50.00000	20.00000	0.30113
184.01801	 9.30000	 5.90952	107.73337	0.000000e+000	50.00000	20.00000	0.30111
184.29900	 9.31000	 5.90985	107.73337	0.000000e+000	50.00000	20.00000	0.30109
184.58000	 9.32000	 5.92511	107.73337	0.000000e+000	50.00000	20.00000	0.30107
184.86099	 9.33000	 5.92675	107.73401	0.000000e+000	50.00000	20.00000	0.30106
185.14200	 9.34000	 5.94121	107.73401	0.000000e+000	50.00000	20.00000	0.30104
185.42200	 9.35000	 5.94349	107.73401	0.000000e+000	50.00000	20.00000	0.30102
185.70300	 9.36000	 5.94400	107.73401	0.000000e+000	50.00000	20.00000	0.30100
185.98399	 9.37000	 5.95927	107.73401	0.000000e+000	50.00000	20.00000	0.30099
186.54601	 9.38000	 5.96125	107.73401	0.000000e+000	50.00000	20.00000	0.30095
186.82600	 9.39000	 5.96160	107.73401	0.000000e+000	50.00000	20.00000	0.30093
187.10699	 9.40000	 5.97687	107.73401	0.000000e+000	50.00000	20.00000	0.30092
187.38699	 9.41000	 5.97851	107.73401	0.000000e+000	50.00000	20.00000	0.30090
187.66701	 9.42000	 5.98795	107.73401	0.000000e+000	50.00000	20.00000	0.30088
187.94701	 9.43000	 5.99300	107.73401	0.000000e+000	50.00000	20.00000	0.30087
188.22800	 9.44000	 5.99562	107.73401	0.000000e+000	50.00000	20.00000	0.30085
188.50800	 9.45000	 6.00311	107.73401	0.000000e+000	50.00000	20.00000	0.30083
188.78799	 9.46000	 6.01190	107.73401	0.000000e+000	50.00000	20.00000	0.30081
189.06799	 9.47000	 6.01306	107.73401	0.000000e+000	50.00000	20.00000	0.30080
189.62801	 9.48000	 6.02935	107.73401	0.000000e+000	50.00000	20.00000	0.30076
189.62801	 9.49000	 6.02935	107.73401	0.000000e+000	50.00000	20.00000	0.30076
190.18700	 9.50000	 6.03070	107.73401	0.000000e+000	50.00000	20.00000	0.30073
190.46700	 9.51000	 6.03657	107.73401	0.000000e+000	50.00000	20.00000	0.30071
190.74600	 9.52000	 6.04666	107.73401	0.000000e+000	50.00000	20.00000	0.30069
191.02600	 9.53000	 6.05692	107.73401	0.000000e+000	50.00000	20.00000	0.30067
191.30499	 9.54000	 6.06394	107.73401	0.000000e+000	50.00000	20.00000	0.30066
191.58501	 9.55000	 6.06494	107.73401	0.000000e+000	50.00000	20.00000	0.30064
191.86400	 9.56000	 6.07082	107.73401	0.000000e+000	50.00000	20.00000	0.30062
192.14301	 9.57000	 6.08092	107.73401	0.000000e+000	50.00000	20.00000	0.30060
192.42200	 9.58000	 6.08225	107.73401	0.000000e+000	50.00000	20.00000	0.30059
192.70100	 9.59000	 6.08797	107.73401	0.000000e+000	50.00000	20.00000	0.30057
193.25900	 9.60000	 6.09794	107.73401	0.000000e+000	50.00000	20.00000	0.30053
193.53799	 9.61000	 6.09976	107.73401	0.000000e+000	50.00000	20.00000	0.30051
193.81700	 9.62000	 6.10028	107.73401	0.000000e+000	50.00000	20.00000	0.30050
194.09599	 9.63000	 6.11380	107.73401	0.000000e+000	50.00000	20.00000	0.30048
194.37399	 9.64000	 6.11709	107.73401	0.000000e+000	50.00000	20.00000	0.30046
194.65300	 9.65000	 6.11761	107.73401	0.000000e+000	50.00000	20.00000	0.30044
194.93100	 9.66000	 6.12512	107.73401	0.000000e+000	50.00000	20.00000	0.30043
195.20900	 9.67000	 6.13377	107.73401	0.000000e+000	50.00000	20.00000	0.30041
195.48801	 9.68000	 6.13494	107.73401	0.000000e+000	50.00000	20.00000	0.30039
195.76601	 9.69000	 6.13644	107.73401	0.000000e+000	50.00000	20.00000	0.30037
196.04401	 9.70000	 6.15062	107.73401	0.000000e+000	50.00000	20.00000	0.30036
196.32201	 9.71000	 6.15229	107.73401	0.000000e+000	50.00000	20.00000	0.30034
196.60001	 9.72000	 6.16175	107.73401	0.000000e+000	50.00000	20.00000	0.30032
197.15601	 9.73000	 6.16899	107.73401	0.000000e+000	50.00000	20.00000	0.30028
197.43300	 9.74000	 6.17000	107.73401	0.000000e+000	50.00000	20.00000	0.30027
197.71100	 9.75000	 6.17037	107.73401	0.000000e+000	50.00000	20.00000	0.30025
197.98900	 9.76000	 6.18569	107.73401	0.000000e+000	50.00000	20.00000	0.30023
198.26601	 9.77000	 6.18736	107.73401	0.000000e+000	50.00000	20.00000	0.30021
198.54401	 9.78000	 6.18773	107.73401	0.000000e+000	50.00000	20.00000	0.30020
198.82100	 9.79000	 6.20306	107.73401	0.000000e+000	50.00000	20.00000	0.30018
199.09801	 9.80000	 6.20473	107.73401	0.000000e+000	50.00000	20.00000	0.30016
199.37500	 9.81000	 6.20510	107.73401	0.000000e+000	50.00000	20.00000	0.30014
199.65300	 9.82000	 6.22043	107.73401	0.000000e+000	50.00000	20.00000	0.30012
199.92900	 9.83000	 6.22211	107.73401	0.000000e+000	50.00000	20.00000	0.30011
200.20599	 9.84000	 6.22247	107.73401	0.000000e+000	50.00000	20.00000	0.30009
200.75999	 9.85000	 6.23575	107.73401	0.000000e+000	50.00000	20.00000	0.30005
201.03700	 9.86000	 6.23954	107.73401	0.000000e+000	50.00000	20.00000	0.30004
201.31300	 9.87000	 6.24560	107.73401	0.000000e+000	50.00000	20.00000	0.30002
201.59000	 9.88000	 6.24646	107.73401	0.000000e+000	50.00000	20.00000	0.30000
201.86600	 9.89000	 6.25644	107.73401	0.000000e+000	50.00000	20.00000	0.29998
202.14200	 9.90000	 6.25763	107.73401	0.000000e+000	50.00000	20.00000	0.29996
202.41800	 9.91000	 6.26402	107.73401	0.000000e+000	50.00000	20.00000	0.29995
202.69400	 9.92000	 6.27302	107.73401	0.000000e+000	50.00000	20.00000	0.29993
202.97000	 9.93000	 6.27486	107.73401	0.000000e+000	50.00000	20.00000	0.29991
203.24600	 9.94000	 6.27540	107.73401	0.000000e+000	50.00000	20.00000	0.29989
203.52200	 9.95000	 6.28343	107.73401	0.000000e+000	50.00000	20.00000	0.29987
204.07401	 9.96000	 6.29216	107.73401	0.000000e+000	50.00000	20.00000	0.29984
204.34900	 9.97000	 6.29319	107.73401	0.000000e+000	50.00000	20.00000	0.29982
204.62500	 9.98000	 6.30269	107.73401	0.000000e+000	50.00000	20.00000	0.29980
204.89999	 9.99000	 6.30958	107.73401	0.000000e+000	50.00000	20.00000	0.29978
205.17500	10.00000	 6.31061	107.73401	0.000000e+000	50.00000	20.00000	0.29977
205.45000	10.01000	 6.31881	107.73401	0.000000e+000	50.00000	20.00000	0.29975
205.72600	10.02000	 6.32619	107.73401	0.000000e+000	50.00000	20.00000	0.29973
206.00101	10.03000	 6.32804	107.73401	0.000000e+000	50.00000	20.00000	0.29971
206.27600	10.04000	 6.33217	107.73401	0.000000e+000	50.00000	20.00000	0.29969
206.55099	10.05000	 6.34330	107.73465	0.000000e+000	50.00000	20.00000	0.29968
206.82500	10.06000	 6.34531	107.73465	0.000000e+000	50.00000	20.00000	0.29966
207.10001	10.07000	 6.34586	107.73465	0.000000e+000	50.00000	20.00000	0.29964
207.37500	10.08000	 6.35765	107.73465	0.000000e+000	50.00000	20.00000	0.29962
207.64900	10.09000	 6.36259	107.73465	0.000000e+000	50.00000	20.00000	0.29960
208.19800	10.10000	 6.36369	107.73529	0.000000e+000	50.00000	20.00000	0.29957
208.47200	10.11000	 6.36961	107.73529	0.000000e+000	50.00000	20.00000	0.29955
208.74600	10.12000	 6.37570	107.73529	0.000000e+000	50.00000	20.00000	0.29953
209.02000	10.13000	 6.38082	107.73529	0.000000e+000	50.00000	20.00000	0.29951
209.29500	10.14000	 6.38153	107.73593	0.000000e+000	50.00000	20.00000	0.29950
209.56900	10.15000	 6.38958	107.73593	0.000000e+000	50.00000	20.00000	0.29948
209.84200	10.16000	 6.39795	107.73593	0.000000e+000	50.00000	20.00000	0.29946
210.11600	10.17000	 6.39899	107.73593	0.000000e+000	50.00000	20.00000	0.29944
210.39000	10.18000	 6.40493	107.73593	0.000000e+000	50.00000	20.00000	0.29942
210.66400	10.19000	 6.40809	107.73657	0.000000e+000	50.00000	20.00000	0.29941
210.93700	10.20000	 6.41581	107.73657	0.000000e+000	50.00000	20.00000	0.29939
211.21100	10.21000	 6.41686	107.73657	0.000000e+000	50.00000	20.00000	0.29937
211.48399	10.22000	 6.41839	107.73657	0.000000e+000	50.00000	20.00000	0.29935
211.75800	10.23000	 6.43166	107.73721	0.000000e+000	50.00000	20.00000	0.29933
212.30400	10.24000	 6.43457	107.73721	0.000000e+000	50.00000	20.00000	0.29930
212.57700	10.25000	 6.43512	107.73721	0.000000e+000	50.00000	20.00000	0.29928
212.85001	10.26000	 6.44106	107.73721	0.000000e+000	50.00000	20.00000	0.29926
213.12300	10.27000	 6.44863	107.73721	0.000000e+000	50.00000	20.00000	0.29924
213.39500	10.28000	 6.45229	107.73785	0.000000e+000	50.00000	20.00000	0.29922
213.66800	10.29000	 6.45301	107.73785	0.000000e+000	50.00000	20.00000	0.29921
213.94099	10.30000	 6.45340	107.73785	0.000000e+000	50.00000	20.00000	0.29919
214.21400	10.31000	 6.46538	107.73785	0.000000e+000	50.00000	20.00000	0.29917
214.48599	10.32000	 6.47018	107.73849	0.000000e+000	50.00000	20.00000	0.29915
214.75900	10.33000	 6.47629	107.73849	0.000000e+000	50.00000	20.00000	0.29913
215.03101	10.34000	 6.48599	107.73849	0.000000e+000	50.00000	20.00000	0.29911
215.30299	10.35000	 6.48786	107.73849	0.000000e+000	50.00000	20.00000	0.29910
215.57500	10.36000	 6.48842	107.73913	0.000000e+000	50.00000	20.00000	0.29908
215.84801	10.37000	 6.49437	107.73913	0.000000e+000	50.00000	20.00000	0.29906
216.12000	10.38000	 6.49950	107.73913	0.000000e+000	50.00000	20.00000	0.29904
216.66400	10.39000	 6.50585	107.73913	0.000000e+000	50.00000	20.00000	0.29900
216.93500	10.40000	 6.50673	107.73913	0.000000e+000	50.00000	20.00000	0.29899
217.20700	10.41000	 6.50713	107.73977	0.000000e+000	50.00000	20.00000	0.29897
217.47900	10.42000	 6.51913	107.73977	0.000000e+000	50.00000	20.00000	0.29895
217.75000	10.43000	 6.52149	107.73977	0.000000e+000	50.00000	20.00000	0.29893
218.02200	10.44000	 6.52450	107.73977	0.000000e+000	50.00000	20.00000	0.29891
218.29300	10.45000	 6.52507	107.74041	0.000000e+000	50.00000	20.00000	0.29889
218.56500	10.46000	 6.52547	107.74041	0.000000e+000	50.00000	20.00000	0.29888
218.83600	10.47000	 6.54090	107.73977	0.000000e+000	50.00000	20.00000	0.29886
219.10699	10.48000	 6.54261	107.73913	0.000000e+000	50.00000	20.00000	0.29884
219.37801	10.49000	 6.54301	107.73849	0.000000e+000	50.00000	20.00000	0.29882
219.64900	10.50000	 6.54341	107.73785	0.000000e+000	50.00000	20.00000	0.29880
219.92000	10.51000	 6.55166	107.73785	0.000000e+000	50.00000	20.00000	0.29878
220.19099	10.52000	 6.55909	107.73721	0.000000e+000	50.00000	20.00000	0.29877
220.46201	10.53000	 6.56097	107.73657	0.000000e+000	50.00000	20.00000	0.29875
220.73300	10.54000	 6.56137	107.73529	0.000000e+000	50.00000	20.00000	0.29873
221.27400	10.55000	 6.56496	107.73337	0.000000e+000	50.00000	20.00000	0.29869
221.54500	10.56000	 6.57338	107.73209	0.000000e+000	50.00000	20.00000	0.29867
221.81500	10.57000	 6.57885	107.73081	0.000000e+000	50.00000	20.00000	0.29866
222.08600	10.58000	 6.57975	107.72953	0.000000e+000	50.00000	20.00000	0.29864
222.35600	10.59000	 6.58016	107.72825	0.000000e+000	50.00000	20.00000	0.29862
222.62601	10.60000	 6.58057	107.72697	0.000000e+000	50.00000	20.00000	0.29860
222.89600	10.61000	 6.58653	107.72633	0.000000e+000	50.00000	20.00000	0.29858
223.16600	10.62000	 6.59496	107.72569	0.000000e+000	50.00000	20.00000	0.29856
223.43600	10.63000	 6.59798	107.72505	0.000000e+000	50.00000	20.00000	0.29854
223.70700	10.64000	 6.59856	107.72505	0.000000e+000	50.00000	20.00000	0.29853
223.97701	10.65000	 6.59896	107.72441	0.000000e+000	50.00000	20.00000	0.29851
224.24600	10.66000	 6.59937	107.72441	0.000000e+000	50.00000	20.00000	0.29849
224.51601	10.67000	 6.59978	107.72441	0.000000e+000	50.00000	20.00000	0.29847
224.78600	10.68000	 6.60968	107.72377	0.000000e+000	50.00000	20.00000	0.29845
225.05600	10.69000	 6.61648	107.72377	0.000000e+000	50.00000	20.00000	0.29843
225.32500	10.70000	 6.61738	107.72313	0.000000e+000	50.00000	20.00000	0.29841
225.59399	10.71000	 6.62941	107.72249	0.000000e+000	50.00000	20.00000	0.29840
225.86400	10.72000	 6.63424	107.72185	0.000000e+000	50.00000	20.00000	0.29838
226.13300	10.73000	 6.63498	107.72185	0.000000e+000	50.00000	20.00000	0.29836
226.67200	10.74000	 6.63581	107.72121	0.000000e+000	50.00000	20.00000	0.29832
226.94099	10.75000	 6.63999	107.72057	0.000000e+000	50.00000	20.00000	0.29830
227.21001	10.76000	 6.65202	107.71993	0.000000e+000	50.00000	20.00000	0.29828
227.47900	10.77000	 6.65342	107.71929	0.000000e+000	50.00000	20.00000	0.29827
227.74800	10.78000	 6.65384	107.71929	0.000000e+000	50.00000	20.00000	0.29825
228.01700	10.79000	 6.65425	107.71865	0.000000e+000	50.00000	20.00000	0.29823
228.28600	10.80000	 6.65467	107.71865	0.000000e+000	50.00000	20.00000	0.29821
228.55499	10.81000	 6.66426	107.71801	0.000000e+000	50.00000	20.00000	0.29819
228.82401	10.82000	 6.66893	107.71801	0.000000e+000	50.00000	20.00000	0.29817
229.09200	10.83000	 6.67213	107.71801	0.000000e+000	50.00000	20.00000	0.29815
229.36099	10.84000	 6.67271	107.71801	0.000000e+000	50.00000	20.00000	0.29814
229.62900	10.85000	 6.67313	107.71801	0.000000e+000	50.00000	20.00000	0.29812
229.89799	10.86000	 6.67355	107.71801	0.000000e+000	50.00000	20.00000	0.29810
230.16600	10.87000	 6.67397	107.71801	0.000000e+000	50.00000	20.00000	0.29808
230.43500	10.88000	 6.67439	107.71801	0.000000e+000	50.00000	20.00000	0.29806
230.70300	10.89000	 6.68398	107.71801	0.000000e+000	50.00000	20.00000	0.29804
230.97099	10.90000	 6.69096	107.71801	0.000000e+000	50.00000	20.00000	0.29802
231.23900	10.91000	 6.69203	107.71801	0.000000e+000	50.00000	20.00000	0.29800
231.50700	10.92000	 6.69245	107.71801	0.000000e+000	50.00000	20.00000	0.29799
231.77499	10.93000	 6.69288	107.71801	0.000000e+000	50.00000	20.00000	0.29797
232.04300	10.94000	 6.69330	107.71801	0.000000e+000	50.00000	20.00000	0.29795
232.57899	10.95000	 6.70021	107.71801	0.000000e+000	50.00000	20.00000	0.29791
232.57800	10.96000	 6.70021	107.71801	0.000000e+000	50.00000	20.00000	0.29791
233.11400	10.97000	 6.71138	107.71801	0.000000e+000	50.00000	20.00000	0.29787
233.11400	10.98000	 6.71138	107.71801	0.000000e+000	50.00000	20.00000	0.29787
233.64900	10.99000	 6.71223	107.71801	0.000000e+000	50.00000	20.00000	0.29784
233.91701	11.00000	 6.72052	107.71801	0.000000e+000	50.00000	20.00000	0.29782
234.18401	11.01000	 6.72636	107.71801	0.000000e+000	50.00000	20.00000	0.29780
234.45100	11.02000	 6.72973	107.71801	0.000000e+000	50.00000	20.00000	0.29778
234.71899	11.03000	 6.73032	107.71801	0.000000e+000	50.00000	20.00000	0.29776
234.98599	11.04000	 6.73075	107.71801	0.000000e+000	50.00000	20.00000	0.29774
235.25301	11.05000	 6.73675	107.71801	0.000000e+000	50.00000	20.00000	0.29772
235.52100	11.06000	 6.74079	107.71801	0.000000e+000	50.00000	20.00000	0.29770
235.78799	11.07000	 6.74778	107.71801	0.000000e+000	50.00000	20.00000	0.29768
236.05499	11.08000	 6.74886	107.71801	0.000000e+000	50.00000	20.00000	0.29767
236.32201	11.09000	 6.74929	107.71801	0.000000e+000	50.00000	20.00000	0.29765
236.58800	11.10000	 6.74972	107.71801	0.000000e+000	50.00000	20.00000	0.29763
236.85500	11.11000	 6.75015	107.71801	0.000000e+000	50.00000	20.00000	0.29761
237.12199	11.12000	 6.75615	107.71801	0.000000e+000	50.00000	20.00000	0.29759
237.38901	11.13000	 6.76413	107.71801	0.000000e+000	50.00000	20.00000	0.29757
237.65500	11.14000	 6.76768	107.71801	0.000000e+000	50.00000	20.00000	0.29755
237.92200	11.15000	 6.76827	107.71801	0.000000e+000	50.00000	20.00000	0.29753
238.18900	11.16000	 6.76871	107.71801	0.000000e+000	50.00000	20.00000	0.29751
238.45500	11.17000	 6.76914	107.71801	0.000000e+000	50.00000	20.00000	0.29750
238.72200	11.18000	 6.76957	107.71801	0.000000e+000	50.00000	20.00000	0.29748
238.98801	11.19000	 6.77000	107.71801	0.000000e+000	50.00000	20.00000	0.29746
239.25400	11.20000	 6.77421	107.71801	0.000000e+000	50.00000	20.00000	0.29744
239.52100	11.21000	 6.78548	107.71801	0.000000e+000	50.00000	20.00000	0.29742
239.78700	11.22000	 6.78410	107.71801	0.000000e+000	50.00000	20.00000	0.29740
240.05299	11.23000	 6.78782	107.71801	0.000000e+000	50.00000	20.00000	0.29738
240.31900	11.24000	 6.78858	107.71801	0.000000e+000	50.00000	20.00000	0.29736
240.58501	11.25000	 6.78902	107.71801	0.000000e+000	50.00000	20.00000	0.29734
240.85100	11.26000	 6.79504	107.71801	0.000000e+000	50.00000	20.00000	0.29732
241.38300	11.27000	 6.80396	107.71801	0.000000e+000	50.00000	20.00000	0.29729
241.38300	11.28000	 6.80396	107.71801	0.000000e+000	50.00000	20.00000	0.29729
241.91400	11.29000	 6.80746	107.71801	0.000000e+000	50.00000	20.00000	0.29725
242.17999	11.30000	 6.80740	107.71801	0.000000e+000	50.00000	20.00000	0.29723
242.44600	11.31000	 6.80849	107.71801	0.000000e+000	50.00000	20.00000	0.29721
242.71201	11.32000	 6.80893	107.71801	0.000000e+000	50.00000	20.00000	0.29719
242.97701	11.33000	 6.82268	107.71801	0.000000e+000	50.00000	20.00000	0.29717
242.97701	11.34000	 6.82268	107.71801	0.000000e+000	50.00000	20.00000	0.29717
243.50800	11.35000	 6.81961	107.71801	0.000000e+000	50.00000	20.00000	0.29713
243.77299	11.36000	 6.82662	107.71801	0.000000e+000	50.00000	20.00000	0.29711
244.03900	11.37000	 6.82756	107.71801	0.000000e+000	50.00000	20.00000	0.29710
244.30400	11.38000	 6.82800	107.71801	0.000000e+000	50.00000	20.00000	0.29708
244.56900	11.39000	 6.82844	107.71801	0.000000e+000	50.00000	20.00000	0.29706
